MATCH_0: 	First Half starts.
MATCH_25: 85'	Fouled by Mathías Olivera - Napoli
MATCH_25: 85'	Lamine Yamal - Barcelona - won a free kick on the right wing.
MATCH_25: 86'	Corner - Barcelona. Conceded by Amir Rrahmani.
MATCH_25: 86'	Corner - Barcelona. Conceded by Giovanni Di Lorenzo.
MATCH_25: 87'	Corner - Barcelona. Conceded by Victor Osimhen.
MATCH_25: 88'	Fouled by Sergi Roberto - Barcelona
MATCH_25: 88'	Stanislav Lobotka - Napoli - won a free kick in attack.
MATCH_25: 89'	Mathías Olivera - Napoli - hits the bar with a shot with left foot from the left side of the box. Assist - Khvicha Kvaratskhelia.
MATCH_25: 90+2'	Missed chance. Khvicha Kvaratskhelia - Napoli - shot with right foot from outside the box is close, but missed to the left.
MATCH_25: 90+3'	Substitution - Napoli. Cyril Ngonge for Khvicha Kvaratskhelia.
MATCH_25: 90+3'	New attacking attempt. Lamine Yamal - Barcelona - shot with left foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist - Ilkay Gündogan.
MATCH_25: 90+3'	Missed chance. Stanislav Lobotka - Napoli - shot with right foot from outside the box is high and wide to the right. Assist - Frank Anguissa.
MATCH_25: 90+4'	Second Half ended - Barcelona 3, Napoli 1.
MATCH_25: 	Thats all. Game finished - Barcelona 3, Napoli 1.
MATCH_26: 	First Half starts.
MATCH_26: 1'	Fouled by Kai Havertz - Arsenal
MATCH_26: 1'	Otávio - FC Porto - won a free kick in defence.
MATCH_26: 3'	Fouled by Evanilson - FC Porto
MATCH_26: 3'	Jorginho - Arsenal - won a free kick in defence.
MATCH_26: 4'	Missed chance. Ben White - Arsenal - shot with the head from the right side of the six yard box is very close to the goal.
MATCH_26: 7'	Hand ball by Kai Havertz - Arsenal
MATCH_26: 11'	Missed chance. Jakub Kiwior - Arsenal - shot with left foot from the left side of the box missed. Assist - Leandro Trossard.
MATCH_26: 12'	Fouled by Declan Rice - Arsenal
MATCH_26: 12'	João Mário - FC Porto - won a free kick in defence.
MATCH_26: 13'	New attacking attempt. Bukayo Saka - Arsenal - shot with left foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist - Ben White.
MATCH_26: 13'	Corner - Arsenal. Conceded by Otávio.
MATCH_26: 14'	Missed chance. Martin Ødegaard - Arsenal - shot with left foot from the right side of the box is close, but missed. Assist - Bukayo Saka after corner.
MATCH_26: 15'	Missed chance. Bukayo Saka - Arsenal - shot with the head from the centre of the box missed to the left. Assist - Leandro Trossard with a cross.
MATCH_26: 16'	Missed chance. Evanilson - FC Porto - shot with left foot from outside the box is close, but missed.
MATCH_26: 18'	Fouled by Evanilson - FC Porto
MATCH_26: 18'	Jorginho - Arsenal - won a free kick on the right wing.
MATCH_26: 20'	Offside - Arsenal. Gabriel Magalhães is in offside.
MATCH_26: 20'	Fouled by João Mário - FC Porto
MATCH_26: 20'	Leandro Trossard - Arsenal - won a free kick in defence.
MATCH_26: 21'	Fouled by Jorginho - Arsenal
MATCH_26: 21'	Pepê Aquino - FC Porto - won a free kick in defence.
MATCH_26: 22'	New attacking attempt. Evanilson - FC Porto - shot with right foot from the centre of the box is saved in the right corner. Assist - João Mário with a cross.
MATCH_26: 23'	Shot blocked. Wendell - FC Porto - shot with left foot from outside the box is blocked. Assist - Nico González.
MATCH_26: 23'	Shot blocked. Evanilson - FC Porto - shot with right foot from the right side of the six yard box is blocked. Assist - Francisco Conceição.
MATCH_26: 26'	Fouled by Evanilson - FC Porto
MATCH_26: 26'	William Saliba - Arsenal - won a free kick in defence.
MATCH_26: 27'	Missed chance. Declan Rice - Arsenal - header inside of six yard box - left side missed to the left. Assist - Leandro Trossard with a cross.
MATCH_26: 29'	Corner - Arsenal. Conceded by Pepe.
MATCH_26: 31'	Bukayo Saka - Arsenal - won a free kick on the right wing.
MATCH_26: 31'	Fouled by Nico González - FC Porto
MATCH_26: 32'	Corner - Arsenal. Conceded by Wendell.
MATCH_26: 35'	Offside - FC Porto. Galeno is in offside.
MATCH_26: 39'	Fouled by William Saliba - Arsenal
MATCH_26: 39'	Galeno - FC Porto - won a free kick in defence.
MATCH_26: 39'	William Saliba - Arsenal - receive yellow card for a foul.
MATCH_26: 41'	Goal! Arsenal 1, FC Porto 0. Leandro Trossard - Arsenal - shot with right foot from the left side of the box to the right corner. Assist - Martin Ødegaard with a through ball.
MATCH_26: 43'	Missed chance. Francisco Conceição - FC Porto - shot with left foot from outside the box missed. Assist - Pepê Aquino.
MATCH_26: 44'	Fouled by Kai Havertz - Arsenal
MATCH_26: 44'	Nico González - FC Porto - won a free kick in defence.
MATCH_26: 45+1'	Delay in match - injury Pepê Aquino - FC Porto
MATCH_26: 45+3'	Delay over. They are ready to continue.
MATCH_26: 45+3'	Fouled by Alan Varela - FC Porto
MATCH_26: 45+3'	Kai Havertz - Arsenal - won a free kick in defence.
MATCH_26: 45+4'	First Half ended - Arsenal 1, FC Porto 0.
MATCH_26: 45'	Second Half starts Arsenal 1, FC Porto 0.
MATCH_26: 47'	Fouled by Nico González - FC Porto
MATCH_26: 47'	Jorginho - Arsenal - won a free kick on the right wing.
MATCH_26: 48'	Missed chance. Evanilson - FC Porto - shot with right foot from the right side of the box is high and wide to the right.
MATCH_26: 49'	Delay in match - injury Evanilson - FC Porto
MATCH_26: 50'	Delay over. They are ready to continue.
MATCH_26: 54'	Fouled by Francisco Conceição - FC Porto
MATCH_26: 54'	Leandro Trossard - Arsenal - won a free kick on the left wing.
MATCH_26: 55'	Fouled by Wendell - FC Porto
MATCH_26: 55'	Martin Ødegaard - Arsenal - won a free kick in defence.
MATCH_26: 57'	Corner - Arsenal. Conceded by Pepê Aquino.
MATCH_26: 58'	Shot blocked. Declan Rice - Arsenal - shot with right foot from the centre of the box is blocked. Assist - Kai Havertz.
MATCH_26: 58'	Corner - Arsenal. Conceded by João Mário.
MATCH_26: 60'	Offside - Arsenal. Bukayo Saka is in offside.
MATCH_26: 61'	Fouled by Evanilson - FC Porto
MATCH_26: 61'	Jorginho - Arsenal - won a free kick in defence.
MATCH_26: 62'	Fouled by Kai Havertz - Arsenal
MATCH_26: 62'	João Mário - FC Porto - won a free kick in defence.
MATCH_26: 63'	Fouled by Jakub Kiwior - Arsenal
MATCH_26: 63'	Galeno - FC Porto - won a free kick in attack.
MATCH_26: 64'	Missed chance. Francisco Conceição - FC Porto - shot with left foot from outside the box is high and wide to the left from a free kick.
MATCH_26: 66'	Fouled by Bukayo Saka - Arsenal
MATCH_26: 66'	Galeno - FC Porto - won a free kick in defence.
MATCH_26: 67'	Fouled by Kai Havertz - Arsenal
MATCH_26: 67'	Pepe - FC Porto - won a free kick in defence.
MATCH_26: 70'	New attacking attempt. Francisco Conceição - FC Porto - shot with left foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Nico González.
MATCH_26: 70'	Offside - FC Porto. Evanilson is in offside.
MATCH_26: 72'	Fouled by Jorginho - Arsenal
MATCH_26: 72'	Nico González - FC Porto - won a free kick in defence.
MATCH_26: 72'	Fouled by Pepe - FC Porto
MATCH_26: 72'	Kai Havertz - Arsenal - won a free kick on the left wing.
MATCH_26: 73'	Pepe - FC Porto - receive yellow card for a foul.
MATCH_26: 74'	Missed chance. William Saliba - Arsenal - shot with the head from the centre of the box is close, but missed. Assist - Leandro Trossard with a cross .
MATCH_26: 75'	Delay in match - injury Gabriel Magalhães - Arsenal
MATCH_26: 75'	Delay over. They are ready to continue.
MATCH_26: 76'	Evanilson - FC Porto - won a free kick on the right wing.
MATCH_26: 76'	Fouled by Jorginho - Arsenal
MATCH_26: 79'	Fouled by Jorginho - Arsenal
MATCH_26: 79'	Pepê Aquino - FC Porto - won a free kick in defence.
MATCH_26: 80'	Declan Rice - Arsenal - won a free kick in defence.
MATCH_26: 80'	Fouled by Francisco Conceição - FC Porto
MATCH_26: 81'	Offside - Arsenal. Kai Havertz is in offside.
MATCH_26: 83'	Substitution - Arsenal. Gabriel Jesus for Jorginho.
MATCH_26: 83'	New attacking attempt. Gabriel Jesus - Arsenal - shot with right foot from the right side of the box is saved in the right corner. Assist - Bukayo Saka.
MATCH_26: 83'	Corner - Arsenal. Conceded by Diogo Costa.
MATCH_26: 84'	Fouled by Gabriel Jesus - Arsenal
MATCH_26: 84'	Nico González - FC Porto - won a free kick in defence.
MATCH_26: 85'	New attacking attempt. Bukayo Saka - Arsenal - shot with left foot from the right side of the box is saved in the left corner. Assist - Martin Ødegaard.
MATCH_26: 85'	Missed chance. Martin Ødegaard - Arsenal - shot with left foot from the centre of the box missed.
MATCH_26: 86'	Substitution - FC Porto. Jorge Sánchez for João Mário.
MATCH_26: 87'	Corner - Arsenal. Conceded by Alan Varela.
MATCH_26: 88'	Substitution - FC Porto. Mehdi Taremi for Evanilson.
MATCH_26: 89'	Bukayo Saka - Arsenal - won a free kick in defence.
MATCH_26: 89'	Fouled by Galeno - FC Porto
MATCH_26: 89'	Fouled by Gabriel Magalhães - Arsenal
MATCH_26: 89'	Mehdi Taremi - FC Porto - won a free kick in defence.
MATCH_26: 90+1'	Corner - Arsenal. Conceded by Alan Varela.
MATCH_26: 90+4'	Delay in match - injury Alan Varela - FC Porto
MATCH_26: 90+7'	Delay over. They are ready to continue.
MATCH_26: 90+7'	Substitution - FC Porto. Marko Grujic for Alan Varela - injury.
MATCH_26: 90+7'	Offside - FC Porto. Mehdi Taremi is in offside.
MATCH_26: 90+8'	Second Half ended - Arsenal 1, FC Porto 0.
MATCH_26: 90'	First Half Extra Time begins Arsenal 1, FC Porto 0.
MATCH_26: 94'	Bukayo Saka - Arsenal - won a free kick on the right wing.
MATCH_26: 94'	Fouled by Otávio - FC Porto
MATCH_26: 97'	Corner - Arsenal. Conceded by Marko Grujic.
MATCH_26: 99'	Fouled by Marko Grujic - FC Porto
MATCH_26: 99'	Kai Havertz - Arsenal - won a free kick in attack.
MATCH_26: 101'	Missed chance. Mehdi Taremi - FC Porto - shot with right foot from the left side of the box is close, but misses the top right corner. Assist - Jorge Sánchez.
MATCH_26: 101'	Substitution - FC Porto. Stephen Eustáquio for Nico González.
MATCH_26: 101'	Substitution - FC Porto. Gonçalo Borges for Francisco Conceição.
MATCH_26: 105+1'	First Half Extra Time ends, Arsenal 1, FC Porto 0.
MATCH_26: 105'	Second Half Extra Time begins Arsenal 1, FC Porto 0.
MATCH_26: 105'	Substitution - Arsenal. Eddie Nketiah for Leandro Trossard.
MATCH_26: 105'	Substitution - Arsenal. Oleksandr Zinchenko for Jakub Kiwior.
MATCH_26: 108'	Corner - FC Porto. Conceded by Oleksandr Zinchenko.
MATCH_26: 110'	Shot blocked. Bukayo Saka - Arsenal - shot with left foot from the right side of the box is blocked. Assist - Eddie Nketiah.
MATCH_26: 112'	Fouled by Eddie Nketiah - Arsenal
MATCH_26: 112'	Pepê Aquino - FC Porto - won a free kick in defence.
MATCH_26: 113'	Ben White - Arsenal - won a free kick in defence.
MATCH_26: 113'	Fouled by Galeno - FC Porto
MATCH_26: 114'	Fouled by Gabriel Jesus - Arsenal
MATCH_26: 114'	Gonçalo Borges - FC Porto - won a free kick on the right wing.
MATCH_26: 115'	New attacking attempt. Galeno - FC Porto - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal.
MATCH_26: 115'	Fouled by Marko Grujic - FC Porto
MATCH_26: 115'	Kai Havertz - Arsenal - won a free kick in defence.
MATCH_26: 116'	Fouled by Kai Havertz - Arsenal
MATCH_26: 116'	Pepê Aquino - FC Porto - won a free kick in defence.
MATCH_26: 116'	Kai Havertz - Arsenal - receive yellow card for a foul.
MATCH_26: 117'	Fouled by Mehdi Taremi - FC Porto
MATCH_26: 117'	Gabriel Magalhães - Arsenal - won a free kick in defence.
MATCH_26: 119'	Fouled by Marko Grujic - FC Porto
MATCH_26: 119'	Kai Havertz - Arsenal - won a free kick in defence.
MATCH_26: 120'	Bukayo Saka - Arsenal - won a free kick on the right wing.
MATCH_26: 120'	Fouled by Stephen Eustáquio - FC Porto
MATCH_26: 120'	Second Half Extra Time ends, Arsenal 1, FC Porto 0.
MATCH_26: 120'	Penalty Shootout begins Arsenal 1, FC Porto 0.
MATCH_26: 120'	Goal! Arsenal 1 - 1 - , FC Porto 0. Martin Ødegaard - Arsenal - converts the penalty with a shot with left foot to the right corner.
MATCH_26: 120'	Goal! Arsenal 1 - 1 - , FC Porto 0 - 1 Pepê Aquino - FC Porto - converts the penalty with a shot with right foot to the left corner.
MATCH_26: 120'	Goal! Arsenal 1 - 2 - , FC Porto 0 - 1 Kai Havertz - Arsenal - converts the penalty with a shot with left foot to the right corner.
MATCH_26: 120'	Penalty saved. Wendell - FC Porto - shot with left foot saved in the right corner.
MATCH_26: 120'	Goal! Arsenal 1 - 3 - , FC Porto 0 - 1 Bukayo Saka - Arsenal - converts the penalty with a shot with left foot to the left corner.
MATCH_26: 120'	Goal! Arsenal 1 - 3 - , FC Porto 0 - 2 Marko Grujic - FC Porto - converts the penalty with a shot with right foot to the right corner.
MATCH_26: 120'	Goal! Arsenal 1 - 4 - , FC Porto 0 - 2 Declan Rice - Arsenal - converts the penalty with a shot with right foot to the centre of the goal.
MATCH_26: 120'	Penalty saved. Galeno - FC Porto - shot with right foot saved in the right corner.
MATCH_26: 120'	Penalty Shootout ends, Arsenal 1 - 4 - , FC Porto 0 - 2
MATCH_26: 	Thats all. Game finished - Arsenal 1 - 4 - , FC Porto 0 - 2
MATCH_27: 	First Half starts.
MATCH_27: 2'	New attacking attempt. Ian Maatsen - Borussia Dortmund - shot with left foot from the left side of the box is saved in the top centre of the goal.
MATCH_27: 2'	Corner - Borussia Dortmund. Conceded by Walter Benítez.
MATCH_27: 2'	Shot blocked. Salih Özcan - Borussia Dortmund - shot with the head from the centre of the box is blocked. Assist - Julian Brandt with a cross.
MATCH_27: 3'	Goal! Borussia Dortmund 1, PSV Eindhoven 0. Jadon Sancho - Borussia Dortmund - shot with right foot from outside the box to the left corner. Assist - Julian Brandt.
MATCH_27: 5'	Donyell Malen - Borussia Dortmund - won a free kick in defence.
MATCH_27: 5'	Fouled by Luuk de Jong - PSV Eindhoven
MATCH_27: 7'	Corner - Borussia Dortmund. Conceded by Olivier Boscagli.
MATCH_27: 7'	Shot blocked. Mats Hummels - Borussia Dortmund - shot with left foot from the centre of the box is blocked. Assist - Jadon Sancho with a cross.
MATCH_27: 8'	Delay in match - Borussia Dortmund
MATCH_27: 8'	Delay over. They are ready to continue.
MATCH_27: 10'	Delay in match - Borussia Dortmund
MATCH_27: 10'	Delay over. They are ready to continue.
MATCH_27: 10'	Fouled by Guus Til - PSV Eindhoven
MATCH_27: 10'	Marcel Sabitzer - Borussia Dortmund - won a free kick in defence.
MATCH_27: 11'	Missed chance. Niclas Füllkrug - Borussia Dortmund - shot with left foot from the left side of the box missed. Assist - Donyell Malen.
MATCH_27: 12'	Missed chance. Niclas Füllkrug - Borussia Dortmund - shot with the head from the centre of the box missed. Assist - Niklas Süle with a cross.
MATCH_27: 16'	New attacking attempt. Julian Brandt - Borussia Dortmund - shot with right foot from the right side of the box is saved in the right corner. Assist - Donyell Malen.
MATCH_27: 16'	New attacking attempt. Donyell Malen - Borussia Dortmund - shot with right foot from the right side of the six yard box is saved in the right corner.
MATCH_27: 16'	Corner - Borussia Dortmund. Conceded by Walter Benítez.
MATCH_27: 20'	Corner - Borussia Dortmund. Conceded by Johan Bakayoko.
MATCH_27: 23'	Corner - PSV Eindhoven. Conceded by Niklas Süle.
MATCH_27: 24'	Offside - PSV Eindhoven. Malik Tillman is in offside.
MATCH_27: 26'	Missed chance. Donyell Malen - Borussia Dortmund - shot with right foot from the right side of the box missed to the left. Assist - Marcel Sabitzer.
MATCH_27: 27'	Missed chance. Sergiño Dest - PSV Eindhoven - shot with right foot from outside the box is high and wide to the right. Assist - Joey Veerman.
MATCH_27: 31'	New attacking attempt. Johan Bakayoko - PSV Eindhoven - shot with left foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Joey Veerman.
MATCH_27: 34'	New attacking attempt. Guus Til - PSV Eindhoven - shot with left foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Luuk de Jong.
MATCH_27: 40'	Missed chance. Donyell Malen - Borussia Dortmund - shot with right foot from the right side of the box is close, but missed. Assist - Marcel Sabitzer.
MATCH_27: 42'	Missed chance. Olivier Boscagli - PSV Eindhoven - shot with left foot from outside the box is high and wide to the left. Assist - Johan Bakayoko.
MATCH_27: 43'	Missed chance. Luuk de Jong - PSV Eindhoven - shot with left foot from the centre of the box goes high. Assist - Mauro Júnior.
MATCH_27: 45'	Corner - PSV Eindhoven. Conceded by Niklas Süle.
MATCH_27: 45+1'	First Half ended - Borussia Dortmund 1, PSV Eindhoven 0.
MATCH_27: 45'	Second Half starts Borussia Dortmund 1, PSV Eindhoven 0.
MATCH_27: 45'	Substitution - PSV Eindhoven. Hirving Lozano for Guus Til.
MATCH_27: 47'	Fouled by Donyell Malen - Borussia Dortmund
MATCH_27: 47'	Sergiño Dest - PSV Eindhoven - won a free kick on the left wing.
MATCH_27: 48'	Fouled by Mats Hummels - Borussia Dortmund
MATCH_27: 48'	Malik Tillman - PSV Eindhoven - won a free kick in attack.
MATCH_27: 48'	New attacking attempt. Donyell Malen - Borussia Dortmund - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Jadon Sancho.
MATCH_27: 49'	New attacking attempt. Luuk de Jong - PSV Eindhoven - shot with the head from the centre of the box is saved in the top centre of the goal. Assist - Johan Bakayoko with a cross.
MATCH_27: 50'	Fouled by Mauro Júnior - PSV Eindhoven
MATCH_27: 50'	Salih Özcan - Borussia Dortmund - won a free kick in defence.
MATCH_27: 53'	Hirving Lozano - PSV Eindhoven - hits the left post with a shot with right foot from outside the box. Assist - Sergiño Dest.
MATCH_27: 56'	New attacking attempt. Jordan Teze - PSV Eindhoven - shot with right foot from the right side of the box is saved in the right corner. Assist - Johan Bakayoko with a through ball.
MATCH_27: 56'	Corner - PSV Eindhoven. Conceded by Gregor Kobel.
MATCH_27: 57'	Donyell Malen - Borussia Dortmund - won a free kick in defence.
MATCH_27: 57'	Fouled by Jerdy Schouten - PSV Eindhoven
MATCH_27: 58'	Substitution - Borussia Dortmund. Felix Nmecha for Julian Brandt.
MATCH_27: 61'	Hand ball by Salih Özcan - Borussia Dortmund
MATCH_27: 62'	Missed chance. Hirving Lozano - PSV Eindhoven - shot with right foot from the left side of the box is close, but missed to the left. Assist - Mauro Júnior.
MATCH_27: 64'	New attacking attempt. Niclas Füllkrug - Borussia Dortmund - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Donyell Malen.
MATCH_27: 65'	Emre Can - Borussia Dortmund - won a free kick on the right wing.
MATCH_27: 65'	Fouled by Luuk de Jong - PSV Eindhoven
MATCH_27: 68'	Shot blocked. Johan Bakayoko - PSV Eindhoven - shot with left foot from the right side of the box is blocked. Assist - Jordan Teze.
MATCH_27: 69'	Missed chance. Luuk de Jong - PSV Eindhoven - shot with the head from the centre of the box is high and wide to the left. Assist - Joey Veerman with a cross.
MATCH_27: 70'	Substitution - Borussia Dortmund. Karim Adeyemi for Donyell Malen.
MATCH_27: 71'	New attacking attempt. Johan Bakayoko - PSV Eindhoven - shot with right foot from the right side of the box is saved in the top right corner.
MATCH_27: 71'	Corner - PSV Eindhoven. Conceded by Gregor Kobel.
MATCH_27: 71'	Missed chance. Luuk de Jong - PSV Eindhoven - header inside of six yard box - left side is close, but missed to the left. Assist - Jordan Teze with a cross after corner.
MATCH_27: 73'	Delay in match - injury Jadon Sancho - Borussia Dortmund
MATCH_27: 74'	Delay over. They are ready to continue.
MATCH_27: 75'	Substitution - Borussia Dortmund. Marco Reus for Jadon Sancho - injury.
MATCH_27: 76'	Felix Nmecha - Borussia Dortmund - won a free kick in defence.
MATCH_27: 76'	Fouled by Mauro Júnior - PSV Eindhoven
MATCH_27: 76'	Fouled by Sergiño Dest - PSV Eindhoven
MATCH_27: 76'	Karim Adeyemi - Borussia Dortmund - won a free kick on the right wing.
MATCH_27: 77'	Offside - Borussia Dortmund. Niclas Füllkrug is in offside.
MATCH_27: 77'	GOAL OVERTURNED BY VAR: Niclas Füllkrug - Borussia Dortmund - scores but the goal is ruled out after a VAR review.
MATCH_27: 78'	VAR Decision: No Goal Borussia Dortmund 1-0 PSV Eindhoven.
MATCH_27: 79'	Offside - PSV Eindhoven. Hirving Lozano is in offside.
MATCH_27: 80'	Shot blocked. Niclas Füllkrug - Borussia Dortmund - shot with right foot from the left side of the box is blocked. Assist - Karim Adeyemi.
MATCH_27: 80'	Shot blocked. Niclas Füllkrug - Borussia Dortmund - shot with left foot from the left side of the box is blocked.
MATCH_27: 80'	Corner - Borussia Dortmund. Conceded by Jordan Teze.
MATCH_27: 81'	Fouled by Niclas Füllkrug - Borussia Dortmund
MATCH_27: 81'	Walter Benítez - PSV Eindhoven - won a free kick in defence.
MATCH_27: 82'	Substitution - PSV Eindhoven. Ricardo Pepi for Joey Veerman.
MATCH_27: 82'	Fouled by Karim Adeyemi - Borussia Dortmund
MATCH_27: 83'	Sergiño Dest - PSV Eindhoven - won a free kick in defence.
MATCH_27: 85'	New attacking attempt. Luuk de Jong - PSV Eindhoven - shot with left foot from a diffucult position on the left is saved in the left corner.
MATCH_27: 86'	Fouled by Mauro Júnior - PSV Eindhoven
MATCH_27: 86'	Marcel Sabitzer - Borussia Dortmund - won a free kick on the left wing.
MATCH_27: 86'	Substitution - PSV Eindhoven. Isaac Babadi for Mauro Júnior.
MATCH_27: 88'	Fouled by Niklas Süle - Borussia Dortmund
MATCH_27: 88'	Hirving Lozano - PSV Eindhoven - won a free kick on the left wing.
MATCH_27: 88'	Niklas Süle - Borussia Dortmund - receive yellow card for a foul.
MATCH_27: 89'	Fouled by Felix Nmecha - Borussia Dortmund
MATCH_27: 89'	Sergiño Dest - PSV Eindhoven - won a free kick in defence.
MATCH_27: 89'	Felix Nmecha - Borussia Dortmund - receive yellow card for a foul.
MATCH_27: 90'	Missed chance. Jordan Teze - PSV Eindhoven - shot with right foot from outside the box is close, but missed to the left.
MATCH_27: 90+3'	Offside - Borussia Dortmund. Niclas Füllkrug is in offside.
MATCH_27: 90+4'	New attacking attempt. Hirving Lozano - PSV Eindhoven - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Sergiño Dest.
MATCH_27: 90+4'	Missed chance. Luuk de Jong - PSV Eindhoven - shot with left foot from the centre of the box is very close to the goal. Assist - Jordan Teze with a through ball.
MATCH_27: 90+5'	Goal! Borussia Dortmund 2, PSV Eindhoven 0. Marco Reus - Borussia Dortmund - shot with right foot from the centre of the box to the left corner. Assist - Niclas Füllkrug with a head.
MATCH_27: 90+5'	Second Half ended - Borussia Dortmund 2, PSV Eindhoven 0.
MATCH_27: 	Thats all. Game finished - Borussia Dortmund 2, PSV Eindhoven 0.
MATCH_28: 	First Half starts.
MATCH_28: 3'	Hand ball by Lautaro Martínez - Inter Milan
MATCH_28: 4'	New attacking attempt. Stefan Savic - Atletico Madrid - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Rodrigo De Paul.
MATCH_28: 5'	New attacking attempt. Samuel Lino - Atletico Madrid - shot with left foot from the left side of the box is saved by goalkeeper in the centre of the goal. Assist - Rodrigo De Paul.
MATCH_28: 7'	Alessandro Bastoni - Inter Milan - won a free kick on the left wing.
MATCH_28: 7'	Fouled by Koke - Atletico Madrid
MATCH_28: 12'	Fouled by Antoine Griezmann - Atletico Madrid
MATCH_28: 12'	Hakan Çalhanoglu - Inter Milan - won a free kick in defence.
MATCH_28: 13'	New attacking attempt. Denzel Dumfries - Inter Milan - shot with right foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist - Hakan Çalhanoglu.
MATCH_28: 13'	New attacking attempt. Denzel Dumfries - Inter Milan - shot with left foot from a diffucult position on the right is saved in the right corner.
MATCH_28: 15'	Fouled by Samuel Lino - Atletico Madrid
MATCH_28: 15'	Nicolò Barella - Inter Milan - won a free kick in defence.
MATCH_28: 18'	New attacking attempt. Lautaro Martínez - Inter Milan - shot with right foot from outside the box is saved in the top centre of the goal. Assist - Nicolò Barella.
MATCH_28: 19'	Federico Dimarco - Inter Milan - won a free kick in defence.
MATCH_28: 19'	Fouled by Nahuel Molina - Atletico Madrid
MATCH_28: 22'	Missed chance. Antoine Griezmann - Atletico Madrid - shot with left foot from the centre of the box is high and wide to the left. Assist - Koke.
MATCH_28: 27'	Hand ball by Stefan Savic - Atletico Madrid
MATCH_28: 28'	New attacking attempt. Álvaro Morata - Atletico Madrid - shot with the head from the centre of the box is saved in the right corner. Assist - Mario Hermoso with a cross.
MATCH_28: 30'	Missed chance. Samuel Lino - Atletico Madrid - shot with right foot from the left side of the box is high and wide to the right. Assist - Koke.
MATCH_28: 33'	Goal! Atletico Madrid 0, Inter Milan 1. Federico Dimarco - Inter Milan - shot with right foot from the centre of the box to the centre of the goal. Assist - Nicolò Barella.
MATCH_28: 35'	Goal! Atletico Madrid 1, Inter Milan 1. Antoine Griezmann - Atletico Madrid - shot with left foot from the centre of the box to the left corner.
MATCH_28: 38'	Fouled by Benjamin Pavard - Inter Milan
MATCH_28: 38'	Rodrigo De Paul - Atletico Madrid - won a free kick in attack.
MATCH_28: 38'	Missed chance. Stefan Savic - Atletico Madrid - shot with the head from the centre of the box missed. Assist - Antoine Griezmann .
MATCH_28: 38'	Fouled by Koke - Atletico Madrid
MATCH_28: 38'	Marcus Thuram - Inter Milan - won a free kick in defence.
MATCH_28: 40'	Fouled by Lautaro Martínez - Inter Milan
MATCH_28: 40'	Stefan Savic - Atletico Madrid - won a free kick in defence.
MATCH_28: 41'	Fouled by Mario Hermoso - Atletico Madrid
MATCH_28: 41'	Nicolò Barella - Inter Milan - won a free kick in defence.
MATCH_28: 41'	Mario Hermoso - Atletico Madrid - receive yellow card for a foul.
MATCH_28: 43'	Shot blocked. Antoine Griezmann - Atletico Madrid - shot with left foot from the centre of the box is blocked. Assist - Marcos Llorente.
MATCH_28: 43'	Corner - Atletico Madrid. Conceded by Benjamin Pavard.
MATCH_28: 45'	Fouled by Rodrigo De Paul - Atletico Madrid
MATCH_28: 45'	Henrikh Mkhitaryan - Inter Milan - won a free kick in defence.
MATCH_28: 45+1'	Denzel Dumfries - Inter Milan
MATCH_28: 45+1'	Mario Hermoso - Atletico Madrid - won a free kick in defence.
MATCH_28: 45+1'	First Half ended - Atletico Madrid 1, Inter Milan 1.
MATCH_28: 45'	Second Half starts Atletico Madrid 1, Inter Milan 1.
MATCH_28: 46'	Fouled by Stefan Savic - Atletico Madrid
MATCH_28: 46'	Marcus Thuram - Inter Milan - won a free kick in defence.
MATCH_28: 50'	Fouled by Álvaro Morata - Atletico Madrid
MATCH_28: 50'	Henrikh Mkhitaryan - Inter Milan - won a free kick in defence.
MATCH_28: 50'	Shot blocked. Hakan Çalhanoglu - Inter Milan - shot with right foot from outside the box is blocked. Assist - Nicolò Barella.
MATCH_28: 52'	New attacking attempt. Antoine Griezmann - Atletico Madrid - shot with right foot from the centre of the box is saved in the right corner. Assist - Marcos Llorente.
MATCH_28: 53'	Missed chance. Rodrigo De Paul - Atletico Madrid - shot with right foot from outside the box missed to the left.
MATCH_28: 54'	Fouled by Antoine Griezmann - Atletico Madrid
MATCH_28: 54'	Hakan Çalhanoglu - Inter Milan - won a free kick in defence.
MATCH_28: 55'	Missed chance. Henrikh Mkhitaryan - Inter Milan - shot with right foot from outside the box is high and wide to the right.
MATCH_28: 57'	Fouled by Denzel Dumfries - Inter Milan
MATCH_28: 57'	Samuel Lino - Atletico Madrid - won a free kick in defence.
MATCH_28: 58'	Shot blocked. Álvaro Morata - Atletico Madrid - shot with right foot from outside the box is blocked. Assist - Antoine Griezmann.
